id_A,id_B,certificate_score,evidence_count,witness_path,region_size
34135,207900170,3.05,2,block_id::56 | model_code::1080p,1
34136,207900171,3.05,2,block_id::61 | model_code::6161650,1
34158,206895864,3.05,2,block_id::shield | model_code::40gb,1
34174,205817784,3.05,2,block_id::title_c4:ipsc | model_code::pm20,1
34280,207900177,3.05,2,block_id::3000 | model_code::2222450,1
34286,207945552,3.05,2,block_id::espresso | model_code::505050,1
34301,206615080,3.05,2,block_id::1tb | model_code::3013041,1
34490,207656388,3.05,2,block_id::6ms | rare_triple::37::ln37a450::samsung,1
34595,203199121,3.05,2,block_id::title_c4:powe | rare_triple::bagless::empower::u5269,1
34697,206783262,3.05,2,block_id::500gb | rare_triple::301825u::d2::quadra,1
34728,207534895,3.05,2,block_id::title_c4:mory | model_code::16gb,1
34747,203388440,3.05,2,block_id::cyan | model_code::4705018,1
34858,208294698,3.05,2,block_id::title_c4:iams | model_code::26264000,1
34905,207514568,3.05,2,block_id::tripod | model_code::vct80av,1
34981,208504339,3.05,2,block_id::title_c4:iams | model_code::32400032,1
35054,202784218,3.05,2,block_id::plate | model_code::tsp462,1
35305,207637793,3.05,2,block_id::shield | model_code::60gb,1
35308,208270234,3.05,2,block_id::title_c4:brac | model_code::swm400bl,1
35415,206827757,3.05,2,block_id::title_c4:unid | model_code::dcx300,1
35623,207514417,3.05,2,block_id::pivot | model_code::pp730,1
35903,205769439,3.05,2,block_id::m2 | model_code::msa2gd,1
35925,202592699,3.05,2,block_id::directed | model_code::50ft,1
35925,205074375,3.05,2,block_id::extension | model_code::142305014230,1
36029,202785722,3.05,2,block_id::title_c4:nonn | rare_triple::1135b001::5l::nb,1
36080,208791919,3.05,2,block_id::1680 | model_code::1050720,1
36123,208504432,3.05,2,block_id::avr | model_code::17091709,1
36124,208504429,3.05,2,block_id::avr | model_code::16091609,1
36127,210402579,3.05,2,block_id::title_c4:ungs | rare_triple::headset::sbh500::stereo,1
36161,208171631,3.05,2,block_id::mino | model_code::f360w,1
36168,208171630,3.05,2,block_id::mino | model_code::f360b,1
36243,206678505,3.05,2,block_id::250 | model_code::250250250,1
36264,209000383,3.05,2,block_id::title_c4:ihom | model_code::ih70src,1
36274,206870289,3.05,2,block_id::title_c4:end1 | model_code::ts16gsdhc6s5w,1
36383,208226699,3.05,2,block_id::orange | model_code::mb13orgseev2,1
36454,208237793,3.05,2,block_id::orange | model_code::mb15orgseev2,1
36458,208237795,3.05,2,block_id::purple | model_code::mb15purseev2,1
36494,204740975,3.05,2,block_id::big | model_code::16mb,1
36617,208453643,3.05,2,block_id::3gb | model_code::250gb,1
36636,206783256,3.05,2,block_id::little | rare_triple::301829::lacie::little,1
36931,208370418,3.05,2,block_id::toughskin | model_code::iph3gblkts,1
37045,208791919,3.05,2,block_id::title_c4:iba2 | model_code::22lv506,1
37139,208893658,3.05,2,block_id::title_c4:puss | model_code::105010,1
37181,203514371,3.05,2,block_id::10 | model_code::11bg,1
37287,208937533,3.05,2,block_id::cinespeed | model_code::32av502u,1
37301,209245965,3.05,2,block_id::windows | model_code::110110,1
37322,209720586,3.05,2,block_id::15 | model_code::1280800,1
37331,207686317,3.05,2,block_id::480 | model_code::1022102,1
37468,209310241,3.05,2,block_id::20x | model_code::101020,1
37531,204226641,3.05,2,block_id::title_c4:case | model_code::clp104bb,1
37652,210254965,3.05,2,block_id::cyan | model_code::2946004,1
37716,207899810,3.05,2,block_id::tilting | model_code::lt25b1,1
37749,210399743,3.05,2,block_id::title_c4:ungb | model_code::25002500,1
37767,204588748,3.05,2,block_id::combination | model_code::k64516us,1
37810,210462233,3.05,2,block_id::53ghz | model_code::1401402,1
37812,209245958,3.05,2,block_id::1tb | model_code::150266,1
37893,208937534,3.05,2,block_id::title_c4:iba2 | model_code::2650226,1
38096,207391434,3.05,2,block_id::title_c4:iba2 | rare_triple::22::22av500u::toshiba,1
38106,202026554,3.05,2,block_id::usm | model_code::0345b002,1
38127,209720586,3.05,2,block_id::coby | model_code::151415,1
38173,202537967,3.05,2,block_id::ghz | model_code::2line,1
38296,210647824,3.05,2,block_id::fiber | model_code::iph3gcbcf,1
38324,209393521,3.05,2,block_id::polycarbonate | model_code::8245ip2mgnfi,1
38507,206181767,3.05,2,block_id::extender | rare_triple::center::dma2100::extender,1
38640,209890560,3.05,2,block_id::title_c4:end2 | model_code::ts128gssd25sm,1
38653,210571462,3.05,2,block_id::sennheiser | model_code::380380,1
38813,209301534,3.05,2,block_id::toughskin | model_code::nn4tsblk,1
38876,210634625,3.05,2,block_id::09 | model_code::mb942za,1
38880,210634626,3.05,2,block_id::09 | model_code::mb943za,1
38957,207535265,3.05,2,block_id::converter | model_code::lta260,1
6726,203111433,3.05,2,block_id::title_c4:naid | rare_triple::cutter::kpra::pasta,1
33053,201700823,3.04949,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
27778,203340806,3.047862,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
27779,203340806,3.044265,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33758,204559213,3.042857,3,block_id::108 | block_id::black | rare_token::108,1
33209,205467942,3.042441,5,facet_rescue::lead|family|edition|lead_pair|descriptor,1
33220,205467942,3.04154,5,facet_rescue::lead|family|edition|lead_pair|descriptor,1
27779,205844282,3.041063,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33276,203952966,3.035661,4,facet_rescue::lead|family|version|descriptor,1
25950,203086405,3.032621,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
38434,207390717,3.031987,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
29820,206576716,3.030251,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
38231,10221960,3.029192,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
38434,207390641,3.028125,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
38231,10353206,3.026132,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33639,209026638,3.024715,5,facet_rescue::lead|family|version|descriptor|model_code,1
27783,207469300,3.024556,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33639,209026634,3.024004,5,facet_rescue::lead|family|version|descriptor|model_code,1
35332,208294716,3.021756,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
34395,207390452,3.021723,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
34661,208504422,3.020916,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
37201,209656962,3.019604,4,facet_rescue::lead|family|version|descriptor,1
29820,10365096,3.018283,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
35431,207876534,3.018165,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33586,210227261,3.018039,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
32405,205865187,3.016766,4,facet_rescue::lead|family|version|descriptor,1
35052,207506250,3.016667,2,digit_signature::26 | model_code::1691366,2
35052,208294698,3.016667,2,digit_signature::26 | model_code::1691366,2
38129,207338890,3.015913,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33997,210227261,3.015607,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33586,210227260,3.014684,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
36305,206576716,3.012802,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33765,208504099,3.012782,5,facet_rescue::lead|family|descriptor|model_code|digit_signature,1
33997,210227260,3.012303,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
36286,209026634,3.012111,5,facet_rescue::lead|family|version|descriptor|model_code,1
38324,208342520,3.007421,4,facet_rescue::lead|family|version|descriptor,1
33767,208504099,3.007209,5,facet_rescue::lead|family|descriptor|model_code|digit_signature,1
36305,10365096,3.006659,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
28059,203340806,3.006396,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
30590,202900227,3.006177,5,facet_rescue::lead|family|lead_pair|descriptor|digit_signature,1
38096,208791919,3.005947,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
38008,210227261,3.005881,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
37201,209656951,3.005795,4,facet_rescue::lead|family|version|descriptor,1
34662,208504422,3.005759,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
36080,207900177,3.005689,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
35332,208294722,3.005131,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
28059,205844282,3.003852,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
27789,208464837,3.003172,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
38008,210227260,3.002784,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
27789,204292472,3.002446,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33763,208504099,3.002086,5,facet_rescue::lead|family|descriptor|model_code|digit_signature,1
36080,207897315,3.00098,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
33765,207910212,3.000501,8,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|anchor_bigram|block_id,1
35431,207388755,3.000296,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
25858,204053338,3.0,2,digit_signature::010 | digit_signature::660,1
34280,207900178,2.99735,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
25388,90145560,2.993594,4,facet_rescue::lead|family|lead_pair|descriptor,1
33767,207910212,2.992984,8,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|anchor_bigram|block_id,1
35662,208941075,2.992488,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33625,207388755,2.992176,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33763,207910212,2.990014,8,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|anchor_bigram|block_id,1
35218,208941075,2.989937,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
25388,202827684,2.989285,4,facet_rescue::lead|family|lead_pair|descriptor,1
34395,210402319,2.989234,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
34393,207390452,2.988368,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33765,208112357,2.987139,8,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|anchor_bigram|block_id,1
33767,208112356,2.9856,8,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|anchor_bigram|block_id,1
31830,209208718,2.984851,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33763,208112357,2.984176,8,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|anchor_bigram|block_id,1
27589,208455792,2.983855,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
37211,205729817,2.983723,4,facet_rescue::lead|family|version|descriptor,1
9546,208455792,2.983311,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
34393,210402319,2.983024,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
23325,207656388,2.982899,3,block_id::time | block_id::title_c4:ries | block_id::tv,10
23325,207660498,2.982899,3,block_id::time | block_id::title_c4:ries | block_id::tv,10
23325,207679756,2.982899,3,block_id::time | block_id::title_c4:ries | block_id::tv,10
31830,209208719,2.982769,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
32877,208941075,2.979979,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
34280,207897315,2.979482,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
39039,208941075,2.977689,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
32877,208941074,2.976722,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
34454,210402319,2.975662,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
36021,208226695,2.974164,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
36021,208226689,2.973693,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
36022,208226695,2.973011,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
20448,10373002,2.97262,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
36022,208226689,2.972545,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
33758,207934192,2.966989,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
20466,201692695,2.966667,2,anchor_bigram::canon::black | title_prefix3::canon::black::ink,2
29758,201692695,2.966667,2,anchor_bigram::canon::black | title_prefix3::canon::black::ink,2
34880,207929461,2.966667,2,anchor_bigram::tomtom::xl | title_prefix3::tomtom::xl::330,2
34880,208893644,2.966667,2,anchor_bigram::tomtom::xl | title_prefix3::tomtom::xl::330,2
20448,209245958,2.965123,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
27783,209901966,2.963986,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
35983,204206936,2.959339,4,facet_rescue::lead|family|lead_pair|descriptor,1
34298,204206936,2.958643,4,facet_rescue::lead|family|lead_pair|descriptor,1
34300,204206936,2.958643,4,facet_rescue::lead|family|lead_pair|descriptor,1
34610,204206936,2.958643,4,facet_rescue::lead|family|lead_pair|descriptor,1
38173,204206936,2.9572,4,facet_rescue::lead|family|lead_pair|descriptor,1
34770,207652055,2.953154,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
37192,209705773,2.95211,4,facet_rescue::lead|family|version|descriptor,1
25829,207899810,2.950864,4,facet_rescue::lead|family|lead_pair|descriptor,1
19604,203025446,2.95,2,model_code::kcaip500 | token_skeleton::intrfc,1
21554,206460121,2.95,2,model_code::100100 | token_skeleton::sbwfr,1
23658,203065730,2.95,2,block_id::modem | rare_pair::ma034za::modem,1
25364,203201060,2.95,2,block_id::neoprene | rare_pair::202066::neoprene,1
27364,204791586,2.95,2,model_code::kcaip200 | token_skeleton::drct,1
27985,204740191,2.95,2,model_code::nxu10 | token_skeleton::pwrd,1
28067,203922244,2.95,2,model_code::cdi200 | token_skeleton::intrfc,1
29338,202070149,2.95,2,anchor_bigram::sony::memory | prefix_pair::adap::memo,1
29574,204559209,2.95,2,anchor_bigram::panasonic::nnsd767s | prefix_pair::coun::micr,1
29820,202882380,2.95,2,model_code::44004400 | token_skeleton::accss,1
30338,206460113,2.95,2,model_code::40004000 | token_skeleton::prjctr,1
32561,207338879,2.95,2,model_code::com2black | token_skeleton::prsnl,1
32889,208085178,2.95,2,model_code::cdsb10 | token_skeleton::intrfc,1
33044,203514305,2.95,2,digit_signature::9000 | long_pair::canon::green,1
34136,208294716,2.95,2,model_code::19201080 | token_skeleton::prjctn,1
34153,209310243,2.95,2,model_code::28mm | token_skeleton::slvr,1
34379,208111904,2.95,2,model_code::5disc | token_skeleton::systm,1
34791,203185276,2.95,2,anchor_bigram::canon::pg | prefix_pair::blac::cano,1
34836,208653775,2.95,2,rare_triple::dppfp95::picture::station | token_skeleton::sttn,1
35186,208117919,2.95,2,digit_signature::6920 | long_pair::fully::ldf6920st,1
35190,208117918,2.95,2,digit_signature::6920 | long_pair::fully::ldf6920bb,1
35332,208504422,2.95,2,digit_signature::65 | long_pair::diamond::mitsubishi,1
35334,208504396,2.95,2,digit_signature::73 | long_pair::diamond::mitsubishi,1
35477,206359209,2.95,2,model_code::4052trpseb | token_skeleton::trnsmttr,1
36803,207469300,2.95,2,rare_triple::docking::station::vgpupr1 | token_skeleton::sttn,1
37825,205505156,2.95,2,block_id::mx | rare_pair::931633::mx,1
6742,202845629,2.95,2,model_code::sdyd250 | token_skeleton::atmtc,1
26082,208456233,2.948854,4,facet_rescue::lead|family|lead_pair|descriptor,1
36803,209245958,2.947938,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
38343,204206936,2.945884,4,facet_rescue::lead|family|lead_pair|descriptor,1
35800,207543188,2.943193,4,facet_rescue::lead|family|lead_pair|descriptor,1
34719,210441817,2.942727,4,facet_rescue::lead|family|lead_pair|descriptor,1
30338,208409750,2.942526,4,facet_rescue::lead|family|edition|descriptor,1
26082,208456262,2.941188,4,facet_rescue::lead|family|lead_pair|descriptor,1
34751,210441817,2.941093,4,facet_rescue::lead|family|lead_pair|descriptor,1
35153,208464828,2.940689,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
35153,204318283,2.939616,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
34298,210441817,2.936751,4,facet_rescue::lead|family|lead_pair|descriptor,1
34300,210441817,2.936751,4,facet_rescue::lead|family|lead_pair|descriptor,1
34610,210441817,2.936751,4,facet_rescue::lead|family|lead_pair|descriptor,1
33471,207542599,2.935594,4,facet_rescue::lead|family|edition|descriptor,1
33471,208792604,2.935322,4,facet_rescue::lead|family|edition|descriptor,1
34754,210441817,2.933081,4,facet_rescue::lead|family|lead_pair|descriptor,1
33485,207959814,2.931597,4,facet_rescue::lead|family|edition|descriptor,1
33485,207542597,2.931525,4,facet_rescue::lead|family|edition|descriptor,1
33467,208504178,2.929804,4,facet_rescue::lead|family|edition|descriptor,1
34158,208890876,2.929149,4,facet_rescue::lead|family|lead_pair|descriptor,1
38173,204206937,2.929095,4,facet_rescue::lead|family|lead_pair|descriptor,1
38343,204206937,2.928929,4,facet_rescue::lead|family|lead_pair|descriptor,1
34754,204206937,2.92679,4,facet_rescue::lead|family|lead_pair|descriptor,1
33522,201692695,2.924289,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33467,207390618,2.923511,4,facet_rescue::lead|family|edition|descriptor,1
39088,205466519,2.923473,4,facet_rescue::lead|family|lead_pair|descriptor,1
39088,207875395,2.923473,4,facet_rescue::lead|family|lead_pair|descriptor,1
33488,207959814,2.922448,4,facet_rescue::lead|family|edition|descriptor,1
33488,207542597,2.922379,4,facet_rescue::lead|family|edition|descriptor,1
34379,208973561,2.920192,4,facet_rescue::lead|family|edition|descriptor,1
38142,206928384,2.919706,5,facet_rescue::lead|family|edition|descriptor|digit_signature,1
13954,90138537,2.919603,4,facet_rescue::lead|family|lead_pair|descriptor,1
38574,208112354,2.919508,5,facet_rescue::lead|family|edition|descriptor|digit_signature,1
13954,202537962,2.919267,4,facet_rescue::lead|family|lead_pair|descriptor,1
38142,206928390,2.919041,5,facet_rescue::lead|family|edition|descriptor|digit_signature,1
38214,201692695,2.918892,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
37964,209310241,2.916956,4,facet_rescue::lead|family|edition|descriptor,1
38106,201692695,2.915275,5,facet_rescue::lead|family|lead_pair|descriptor|anchor_bigram,1
33921,208111903,2.91396,4,facet_rescue::lead|family|edition|descriptor,1
34379,208112354,2.913641,4,facet_rescue::lead|family|edition|descriptor,1
33276,208289997,2.913033,4,facet_rescue::lead|family|version|descriptor,1
33438,207390654,2.911531,4,facet_rescue::lead|family|lead_pair|descriptor,1
37964,206928380,2.910262,4,facet_rescue::lead|family|edition|descriptor,1
33438,207390655,2.909546,4,facet_rescue::lead|family|lead_pair|descriptor,1
38003,90140166,2.903322,5,facet_rescue::lead|family|version|descriptor|digit_signature,1
13945,207544306,2.9,2,anchor_bigram::onkyo::disc | block_id::title_c4:disc,1
25950,210490135,2.9,2,anchor_bigram::garmin::010 | block_id::30,1
26695,202479417,2.9,2,anchor_bigram::lowepro::slingshot | block_id::title_c4:pros,1
28020,204734549,2.9,2,anchor_bigram::canon::fax | block_id::title_c4:nonf,1
28033,204793355,2.9,2,anchor_bigram::sony::mdr | block_id::mdr,1
28397,203087319,2.9,2,anchor_bigram::ge::pre | block_id::pre,1
29950,204559210,2.9,2,anchor_bigram::panasonic::nnsd797s | block_id::title_c4:cnns,1
30808,204345240,2.9,2,anchor_bigram::panasonic::2gb | block_id::title_c4:gbsd,1
31374,208455792,2.9,2,anchor_bigram::frigidaire::gld4355rfs | block_id::gallery,1
31970,206419131,2.9,2,anchor_bigram::nikon::d300 | block_id::title_c4:0dig,1
32880,205106048,2.9,2,anchor_bigram::garmin::suction | block_id::volt,1
33668,206917817,2.9,2,anchor_bigram::nikon::coolpix | block_id::cool,1
33938,204292477,2.9,2,anchor_bigram::weber::summit | block_id::sq,1
34165,206928452,2.9,2,anchor_bigram::belkin::neoprene | block_id::neoprene,1
34476,206888012,2.9,2,anchor_bigram::weber::premium | block_id::spirit,1
34883,208893644,2.9,2,anchor_bigram::tomtom::xl | block_id::text,1
35186,208114682,2.9,2,anchor_bigram::lg::24 | block_id::steel,1
35905,204238996,2.9,2,anchor_bigram::blueant::supertooth | block_id::title_c4:uean,1
36249,208504437,2.9,2,anchor_bigram::nikon::d700 | block_id::title_c4:0dig,1
36345,203938179,2.9,2,anchor_bigram::transcend::8gb | block_id::usb,1
36367,208464207,2.9,2,anchor_bigram::canon::eos | block_id::xs,1
36746,208930723,2.9,2,anchor_bigram::nikon::coolpix | block_id::smile,1
37198,209656957,2.9,2,anchor_bigram::apple::8gb | block_id::purple,1
37254,209199789,2.9,2,anchor_bigram::canon::pixma | block_id::ip4600,1
37257,209208719,2.9,2,anchor_bigram::canon::pixma | block_id::mp980,1
37589,209085184,2.9,2,anchor_bigram::blueant::bluetooth | block_id::title_c4:uean,1
38483,204407682,2.9,2,anchor_bigram::transcend::8gb | block_id::secure,1
39088,205074757,2.9,2,anchor_bigram::logitech::cordless | block_id::wave,1
39175,204822679,2.9,2,anchor_bigram::logitech::digital | block_id::title_c4:chdi,1
580,202812620,2.9,2,anchor_bigram::bose::acoustimass | block_id::title_c4:acou,1
33471,208504178,2.898386,7,asymmetric_rescue::containment|token|char|model_code|digit_signature|token_skeleton|block_id,1
31020,207390652,2.897288,4,facet_rescue::lead|family|lead_pair|descriptor,1
31020,207390650,2.896891,4,facet_rescue::lead|family|lead_pair|descriptor,1
33921,207925432,2.896827,4,facet_rescue::lead|family|edition|descriptor,1
38574,208455893,2.894901,5,facet_rescue::lead|family|edition|descriptor|digit_signature,1
30939,208937347,2.891135,4,facet_rescue::lead|family|lead_pair|descriptor,1
38001,208653767,2.886683,4,facet_rescue::lead|family|edition|descriptor,1
24571,202900227,2.886219,4,facet_rescue::lead|family|lead_pair|descriptor,1
32405,210259873,2.885929,4,facet_rescue::lead|family|version|descriptor,1
37045,207391431,2.88502,4,facet_rescue::lead|family|lead_pair|descriptor,1
36149,90105458,2.883849,4,facet_rescue::lead|family|lead_pair|descriptor,1
32986,10379358,2.88263,4,facet_rescue::lead|family|lead_pair|descriptor,1
34253,202619749,2.879457,4,facet_rescue::lead|family|lead_pair|descriptor,1
34253,206887905,2.879434,4,facet_rescue::lead|family|lead_pair|descriptor,1
38214,209705778,2.875508,4,facet_rescue::lead|family|edition|descriptor,1
25797,208941076,2.872297,4,facet_rescue::lead|family|lead_pair|descriptor,1
38003,208653767,2.870989,4,facet_rescue::lead|family|edition|descriptor,1
35475,207390171,2.869891,4,facet_rescue::lead|family|lead_pair|descriptor,1
34719,207543189,2.862816,4,facet_rescue::lead|family|edition|descriptor,1
34901,208504300,2.860528,4,facet_rescue::lead|family|edition|descriptor,1
34751,207543188,2.860078,4,facet_rescue::lead|family|edition|descriptor,1
28272,208294727,2.859498,4,facet_rescue::lead|family|edition|descriptor,1
36811,208930717,2.858849,4,facet_rescue::lead|family|edition|descriptor,1
36811,206917816,2.858174,4,facet_rescue::lead|family|edition|descriptor,1
33784,207543188,2.857389,4,facet_rescue::lead|family|edition|descriptor,1
28272,208154551,2.857059,4,facet_rescue::lead|family|edition|descriptor,1
33786,207543188,2.855844,4,facet_rescue::lead|family|edition|descriptor,1
34151,207543188,2.855844,4,facet_rescue::lead|family|edition|descriptor,1
36286,206928608,2.853433,4,asymmetric_rescue::containment|model_code|token_skeleton|block_id,1
34548,205691190,2.85,3,block_id::comfort | block_id::fit | block_id::sony,3
34559,205691190,2.85,3,block_id::comfort | block_id::fit | block_id::sony,3
34961,204792876,2.85,3,block_id::display | block_id::led | block_id::shelves,3
34962,204792876,2.85,3,block_id::display | block_id::led | block_id::shelves,3
34963,204792876,2.85,3,block_id::display | block_id::led | block_id::shelves,3
37257,204222207,2.85,3,block_id::printer | block_id::title_c4:cano | block_id::title_c4:phot,3
37686,204222207,2.85,3,block_id::printer | block_id::title_c4:cano | block_id::title_c4:phot,3
38449,206576717,2.85,2,rare_pair::gaming::wga600n | token_skeleton::gmng,1
34899,208294927,2.848921,4,facet_rescue::lead|family|edition|descriptor,1
20447,204254738,2.847067,4,facet_rescue::lead|family|lead_pair|descriptor,1
20447,204563770,2.847067,4,facet_rescue::lead|family|lead_pair|descriptor,1
34899,207390618,2.846957,4,facet_rescue::lead|family|edition|descriptor,1
30585,204206935,2.846797,4,facet_rescue::lead|family|edition|descriptor,1
36123,210399907,2.844783,4,facet_rescue::lead|family|edition|descriptor,1
34076,208504300,2.844464,4,facet_rescue::lead|family|edition|descriptor,1
25788,209194240,2.84416,4,facet_rescue::lead|family|version|descriptor,1
35475,204254738,2.844033,4,facet_rescue::lead|family|lead_pair|descriptor,1
33790,205467942,2.843201,4,facet_rescue::lead|family|edition|descriptor,1
24571,206854516,2.840649,4,facet_rescue::lead|family|edition|descriptor,1
38873,208156275,2.838366,4,facet_rescue::lead|family|edition|descriptor,1
33175,208504178,2.837488,4,facet_rescue::lead|family|edition|descriptor,1
32584,207925432,2.835931,4,facet_rescue::lead|family|edition|descriptor,1
32584,207925431,2.835433,4,facet_rescue::lead|family|edition|descriptor,1
33522,203185276,2.835123,4,facet_rescue::lead|family|lead_pair|descriptor,1
33175,207959814,2.835039,4,facet_rescue::lead|family|edition|descriptor,1
34056,209114551,2.832046,4,facet_rescue::lead|family|edition|descriptor,1
34056,208893658,2.831641,5,facet_rescue::family|version|edition|descriptor|digit_signature,1
29231,204206935,2.831047,4,facet_rescue::lead|family|edition|descriptor,1
33177,208504178,2.830715,4,facet_rescue::lead|family|edition|descriptor,1
33177,208294727,2.82965,4,facet_rescue::lead|family|edition|descriptor,1
30197,210399907,2.829094,4,facet_rescue::lead|family|edition|descriptor,1
34096,208710844,2.828839,4,facet_rescue::lead|family|version|descriptor,1
34096,208710842,2.828814,4,facet_rescue::lead|family|version|descriptor,1
38806,203185276,2.828365,4,facet_rescue::lead|family|lead_pair|descriptor,1
38806,201692695,2.826907,4,facet_rescue::lead|family|lead_pair|descriptor,1
36123,208156275,2.826825,4,facet_rescue::lead|family|edition|descriptor,1
36718,209310248,2.826365,5,facet_rescue::family|version|edition|descriptor|digit_signature,1
37174,202456903,2.825598,4,facet_rescue::lead|family|edition|descriptor,1
30196,210399907,2.825264,4,facet_rescue::lead|family|edition|descriptor,1
37293,206783256,2.824591,3,block_id::320gb | block_id::5400rpm | field_presence::description|manufacturer|name,5
37308,206783256,2.824591,3,block_id::320gb | block_id::5400rpm | field_presence::description|manufacturer|name,5
37309,206783256,2.824591,3,block_id::320gb | block_id::5400rpm | field_presence::description|manufacturer|name,5
37310,206783256,2.824591,3,block_id::320gb | block_id::5400rpm | field_presence::description|manufacturer|name,5
37311,206783256,2.824591,3,block_id::320gb | block_id::5400rpm | field_presence::description|manufacturer|name,5
34361,207986331,2.824269,4,facet_rescue::lead|family|descriptor|model_code,1
34135,207652055,2.822906,4,facet_rescue::lead|family|descriptor|model_code,1
36124,210399907,2.822824,4,facet_rescue::lead|family|edition|descriptor,1
36718,208930714,2.822395,4,facet_rescue::lead|family|edition|descriptor,1
34135,208042977,2.82233,4,facet_rescue::lead|family|descriptor|model_code,1
38001,208653775,2.819686,4,facet_rescue::lead|family|edition|descriptor,1
30197,208156275,2.818487,4,facet_rescue::lead|family|edition|descriptor,1
36084,202472204,2.816334,4,facet_rescue::lead|family|edition|descriptor,1
